ISOcountry code,country,World region,Continent,Survey,Year,Admin,Admin name Region,admin level,Population Share (%),MPI,"Headcount Ratio (H, %)","Intensity (A, %)"
IND,India,South Asia,Asia,NFHS,2015-2016,State,Assam,1,,0.156,32.67,47.89
IND,India,South Asia,Asia,NFHS,2015-2016,State,Bihar,1,,0.265,51.91,51.02
IND,India,South Asia,Asia,NFHS,2015-2016,State,Chhattisgarh,1,,0.134,29.91,44.64
IND,India,South Asia,Asia,NFHS,2015-2016,State,Goa,1,,0.015,3.76,40.16
IND,India,South Asia,Asia,NFHS,2015-2016,State,Gujarat,1,,0.084,18.6,45
IND,India,South Asia,Asia,NFHS,2015-2016,State,Haryana,1,,0.055,12.28,44.4
IND,India,South Asia,Asia,NFHS,2015-2016,State,Himachal Pradesh,1,,0.03,7.62,39.43
IND,India,South Asia,Asia,NFHS,2015-2016,State,Jharkhand,1,,0.202,42.16,47.91
IND,India,South Asia,Asia,NFHS,2015-2016,State,Karnataka,1,,0.056,13.16,42.7
IND,India,South Asia,Asia,NFHS,2015-2016,State,Kerala,1,,0.003,0.71,39.02
IND,India,South Asia,Asia,NFHS,2015-2016,State,Madhya Pradesh,1,,0.173,36.65,47.25
IND,India,South Asia,Asia,NFHS,2015-2016,State,Maharashtra,1,,0.065,14.85,43.78
IND,India,South Asia,Asia,NFHS,2015-2016,State,Manipur,1,,0.08,17.89,44.44
IND,India,South Asia,Asia,NFHS,2015-2016,State,Meghalaya,1,,0.157,32.67,48.06
IND,India,South Asia,Asia,NFHS,2015-2016,State,Mizoram,1,,0.046,9.8,47.4
IND,India,South Asia,Asia,NFHS,2015-2016,State,Nagaland,1,,0.117,25.23,46.33
IND,India,South Asia,Asia,NFHS,2015-2016,State,Odisha,1,,0.136,29.35,46.42
IND,India,South Asia,Asia,NFHS,2015-2016,State,Punjab,1,,0.024,5.59,43.75
IND,India,South Asia,Asia,NFHS,2015-2016,State,Rajasthan,1,,0.14,29.46,47.44
IND,India,South Asia,Asia,NFHS,2015-2016,State,Sikkim,1,,0.016,3.82,41.2
IND,India,South Asia,Asia,NFHS,2015-2016,State,Tamil Nadu,1,,0.02,4.89,39.97
IND,India,South Asia,Asia,NFHS,2015-2016,State,Telangana,1,,0.059,13.74,43.2
IND,India,South Asia,Asia,NFHS,2015-2016,State,Tripura,1,,0.075,16.65,45.02
IND,India,South Asia,Asia,NFHS,2015-2016,State,Uttar Pradesh,1,,0.18,37.79,47.6
IND,India,South Asia,Asia,NFHS,2015-2016,State,Uttarakhand,1,,0.079,17.72,44.37
IND,India,South Asia,Asia,NFHS,2015-2016,State,West Bengal,1,,0.097,21.43,45.49
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,Region,Northern,1,9.6,0.219,43.7,50.2
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,Region,Central,1,45.6,0.348,63.4,54.8
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,Region,Southern,1,45.1,0.351,63.7,55.1
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Balaka,2,,0.364,66.8,54.5
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Blantyre,2,,0.323,60.7,53.1
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Chikwawa,2,,0.421,75.6,55.7
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Chiradzulu,2,,0.36,67.7,53.3
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Chitipa,2,,0.262,52.4,50
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Dedza,2,,0.401,70.2,57.1
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Dowa,2,,0.359,65.8,54.5
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Karonga,2,,0.218,43.9,49.6
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Kasungu,2,,0.384,71.9,53.4
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Likoma,2,,0.175,234.8,50.3
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Lilongwe,2,,0.384,69.5,55.3
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Machinga,2,,0.457,80.2,56.9
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Mangochi,2,,0.422,74.9,56.3
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Mchinji,2,,0.406,73.4,55.3
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Mulange,2,,0.315,57.3,54.9
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Mwanza,2,,0.403,71.2,56.6
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Mzimba,2,,0.232,45.6,51
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Neno,2,,0.38,69.9,54.4
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Nkhata Bay,2,,0.298,57.6,51.7
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Nkhotakota,2,,0.355,64.4,55.2
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Nsanje,2,,0.425,75.9,56
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Ntcheu,2,,0.373,68.7,54.3
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Ntchisi,2,,0.38,71.9,52.8
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Phalombe,2,,0.441,79.6,55.4
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Rumphi,2,,0.241,49,49.2
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Salima,2,,0.428,77.4,55.3
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Thyolo,2,,0.382,67.5,56.6
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Zomba,2,,0.417,75.3,55.3
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Mzuzu city,2,,0.059,12.6,46.6
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Blantyre city,2,,0.092,19.4,47.1
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Lilongwe city,2,,0.135,25.8,52.3
MWI,Malawi,Sub-Saharan Africa,Africa,IHS4,2016-2017,District,Zomba city,2,,0.098,20.4,47.9
NPL,Nepal,South Asia,Asia,NMICS,2019,province,Province 1,1,16.9,0.053,13,40.8
NPL,Nepal,South Asia,Asia,NMICS,2019,province,Province 2,1,18.8,0.095,21.6,43.9
NPL,Nepal,South Asia,Asia,NMICS,2019,province,Bagmati ,1,23.2,0.02,5,40.4
NPL,Nepal,South Asia,Asia,NMICS,2019,province,Gandaki ,1,8.2,0.025,6.7,37.1
NPL,Nepal,South Asia,Asia,NMICS,2019,province,Lumbini ,1,18.4,0.063,14.9,42.1
NPL,Nepal,South Asia,Asia,NMICS,2019,province,Karnali ,1,5.6,0.151,35.6,42.4
NPL,Nepal,South Asia,Asia,NMICS,2019,province,Sudurpashchim ,1,8.7,0.092,22.7,40.6
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Concepción,1,,0.216,52.07,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,San Pedro,1,,0.233,55.5,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Cordillera,1,,0.125,33.03,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Guairá,1,,0.175,44.41,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Caaguazú,1,,0.197,47.02,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Caazapá,1,,0.283,64.62,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Itapúa,1,,0.152,36.6,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Misiones,1,,0.098,24.94,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Paraguarí,1,,0.175,44.59,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Alto Paraná,1,,0.112,28.41,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Central,1,,0.06,15.5,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Ñeembucú,1,,0.133,34.48,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Amambay,1,,0.082,22.29,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Canindeyú,1,,0.185,45.17,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Presidente Hayes,1,,0.142,32.42,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Alto Paraguay,1,,,,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Boquerón,1,,,,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Total pais,1,,0.124,30.55,
PRY,Paraguay,Latin America and the Caribbean,,,2017,departments,Asunción,1,,0.036,9.53,
NAM,Namibia,Sub-Saharan Africa,Africa,amibian Household Income and Expenditure Survey (NHIES),2015-2016,region,Karas,1,3.8,0.047,19.6,39.4
NAM,Namibia,Sub-Saharan Africa,Africa,amibian Household Income and Expenditure Survey (NHIES),2015-2016,region,Erongo,1,7.7,0.044,16.6,38
NAM,Namibia,Sub-Saharan Africa,Africa,amibian Household Income and Expenditure Survey (NHIES),2015-2016,region,Hardap,1,3.8,0.071,26.9,40.4
NAM,Namibia,Sub-Saharan Africa,Africa,amibian Household Income and Expenditure Survey (NHIES),2015-2016,region,Kavango East,1,5.8,0.291,70,47.4
NAM,Namibia,Sub-Saharan Africa,Africa,amibian Household Income and Expenditure Survey (NHIES),2015-2016,region,"Kavango
West",1,4,0.348,79.6,48.5
NAM,Namibia,Sub-Saharan Africa,Africa,amibian Household Income and Expenditure Survey (NHIES),2015-2016,region,Khomas,1,17.6,0.076,25.5,39.5
NAM,Namibia,Sub-Saharan Africa,Africa,amibian Household Income and Expenditure Survey (NHIES),2015-2016,region,Kunene,1,4,0.304,64.1,59.2
NAM,Namibia,Sub-Saharan Africa,Africa,amibian Household Income and Expenditure Survey (NHIES),2015-2016,region,Ohangwena,1,11.4,0.212,56.6,42.7
NAM,Namibia,Sub-Saharan Africa,Africa,amibian Household Income and Expenditure Survey (NHIES),2015-2016,region,Omaheke,1,3.3,0.171,51.4,43.8
NAM,Namibia,Sub-Saharan Africa,Africa,amibian Household Income and Expenditure Survey (NHIES),2015-2016,region,Omusati,1,11.2,0.177,50.7,41.2
NAM,Namibia,Sub-Saharan Africa,Africa,amibian Household Income and Expenditure Survey (NHIES),2015-2016,region,Oshana,1,8.1,0.102,33.1,37.8
NAM,Namibia,Sub-Saharan Africa,Africa,amibian Household Income and Expenditure Survey (NHIES),2015-2016,region,Oshikoto,1,8.3,0.181,50,42.8
NAM,Namibia,Sub-Saharan Africa,Africa,amibian Household Income and Expenditure Survey (NHIES),2015-2016,region,Otjozondjupa,1,6.8,0.149,40.5,50.9
NAM,Namibia,Sub-Saharan Africa,Africa,amibian Household Income and Expenditure Survey (NHIES),2015-2016,region,Zambezi,1,4.3,0.224,60.7,42.9
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,Cunene,1,3.8,0.41,77.6,52.2
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,Bié,1,5.6,0.4,78.3,51.1
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,Lunda Norte,1,3.3,0.39,77.4,50.9
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,cuanza sul,1,7.3,0.39,61.2,47
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,Huila,1,9.7,0.39,74,53
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,moxico,1,2.9,0.38,76.2,49.4
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,When Cubango,1,2.1,0.38,74.8,50.1
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,Uíge,1,5.7,0.37,74.2,49.4
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,Huambo,1,7.9,0.35,71.8,48.8
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,Lunda Sul,1,2.1,0.35,69.6,49.9
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,Malanje,1,3.8,0.33,67,49.1
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,Cuanza Norte,1,1.7,0.29,73.5,53.3
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,Bengo,1,1.4,0.29,62.5,45.9
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,Benguela,1,8.6,0.28,55.2,50
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,Namib,1,1.9,0.26,52.1,50.6
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,Zaire,1,2.3,0.22,51.8,42.6
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,cabin,1,3.8,0.15,34.1,44.8
AGO,Angola,Sub-Saharan Africa,Africa,Multiple Health Indicators Survey (IIMS),2015-2016,province,Luanda,1,27.1,0.09,23.7,39.6
GHA,Ghana,Sub-Saharan Africa,Africa,Ghana Living Standards Survey ,2016-2017,region,Western,1,,0.235,47.6,49.4
GHA,Ghana,Sub-Saharan Africa,Africa,Ghana Living Standards Survey ,2016-2017,region,Central,1,,0.239,47.6,50.1
GHA,Ghana,Sub-Saharan Africa,Africa,Ghana Living Standards Survey ,2016-2017,region,Greater Accra,1,,0.102,22.5,45.5
GHA,Ghana,Sub-Saharan Africa,Africa,Ghana Living Standards Survey ,2016-2017,region,Volta,1,,0.306,58.2,52.7
GHA,Ghana,Sub-Saharan Africa,Africa,Ghana Living Standards Survey ,2016-2017,region,Eastern,1,,0.217,44,49.3
GHA,Ghana,Sub-Saharan Africa,Africa,Ghana Living Standards Survey ,2016-2017,region,Ashanti,1,,0.147,31.1,47.5
GHA,Ghana,Sub-Saharan Africa,Africa,Ghana Living Standards Survey ,2016-2017,region,Ahafo,1,,0.255,49.4,51.6
GHA,Ghana,Sub-Saharan Africa,Africa,Ghana Living Standards Survey ,2016-2017,region,Northern,1,,0.491,80.8,60.7
GHA,Ghana,Sub-Saharan Africa,Africa,Ghana Living Standards Survey ,2016-2017,region,Upper East,1,,0.359,68,52.8
GHA,Ghana,Sub-Saharan Africa,Africa,Ghana Living Standards Survey ,2016-2017,region,Upper West,1,,0.348,65.5,53.1
PSE,Palestine,Western Asia,Asia,PECS ,2016-2017,region,West Bank,1,,0.043,10.6,40.2
PSE,Palestine,Western Asia,Asia,PECS ,2016-2017,region,Gaza Strip,1,,0.194,44.7,44.24
MDV,Maldives,South Asia,Asia,DHS,2016-2017,region,Male,1,39,0.047,9.6,48.7
MDV,Maldives,South Asia,Asia,DHS,2016-2017,region,North,1,13.8,0.231,44,52.4
MDV,Maldives,South Asia,Asia,DHS,2016-2017,region,North Central ,1,13.3,0.185,36.5,50.7
MDV,Maldives,South Asia,Asia,DHS,2016-2017,region,Central ,1,6.3,0.239,46.7,51.2
MDV,Maldives,South Asia,Asia,DHS,2016-2017,region,South Central,1,12.4,0.198,38.5,51.4
MDV,Maldives,South Asia,Asia,DHS,2016-2017,region,South,1,15.2,0.2,39,51.1
SYC,Seychelles,Eastern Africa,Africa,Quarterly Labour Force Survey (QLFS) of quarter 3 ,2019,island,Mahe,1,88,0.041,12,33.39
SYC,Seychelles,Eastern Africa,Africa,Quarterly Labour Force Survey (QLFS) of quarter 3 ,2019,island,Inner islands,1,12,0.022,7.41,30.3
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region,Bangkok,,9,0.057,17.3,33.0
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region,Nonthaburi,1,27,0.06,17.6,34.4
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region,Phra Nakhon Si Ayutthaya,1,27,0.06,17.6,34.4
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region,Saraburi,1,27,0.06,17.6,34.4
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region,Chiang Mai,1,16,0.084,23.2,36.1
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region,Chiang Rai,1,16,0.084,23.2,36.1
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region,Lampang,1,16,0.084,23.2,36.1
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region,Lamphun,1,16,0.084,23.2,36.1
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region,Nakhon Ratchasima,1,32,0.088,25.6,34.5
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region, Ubon Ratchathani,1,32,0.088,25.6,34.5
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region,Khon Kaen,1,32,0.088,25.6,34.5
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region,Udon Thani,1,32,0.088,25.6,34.5
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region,Nakhon Si Thammarat,1,16,0.072,20.6,35.1
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region,Songkhla,1,16,0.072,20.6,35.1
THA,Thailand,South East Asia,Asia,MICS,2015-2016,region,Phuket,,16,0.072,20.6,35.1
SLE,Sierra Leone,West Africa,Africa,MICS,2017,region,Eastern,1,23.2,0.385,67.6,57
SLE,Sierra Leone,West Africa,Africa,MICS,2017,region,Northern,1,33.7,0.452,75.8,59.6
SLE,Sierra Leone,West Africa,Africa,MICS,2017,region,Southern,1,20,0.456,76,60
SLE,Sierra Leone,West Africa,Africa,MICS,2017,region,Western,1,23.1,0.182,36.2,50.2
SLE,Sierra Leone,West Africa,Africa,MICS,2017,district,Western Urban,2,15.9,0.14,28.5,48.9
SLE,Sierra Leone,West Africa,Africa,MICS,2017,district,Western Rural,2,7.2,0.275,53,51.8
SLE,Sierra Leone,West Africa,Africa,MICS,2017,district,Bo,2,8.8,0.367,64.9,56.6
SLE,Sierra Leone,West Africa,Africa,MICS,2017,district,Kenema,2,10,0.354,62.4,56.8
SLE,Sierra Leone,West Africa,Africa,MICS,2017,district,Kailahun,2,6.4,0.441,77.6,56.8
SLE,Sierra Leone,West Africa,Africa,MICS,2017,district,Kono,2,6.9,0.378,65.9,57.4
SLE,Sierra Leone,West Africa,Africa,MICS,2017,district,Kambia,2,4.7,0.447,77.3,57.9
SLE,Sierra Leone,West Africa,Africa,MICS,2017,district,Bombali,2,8.4,0.386,65.9,58.6
SLE,Sierra Leone,West Africa,Africa,MICS,2017,district,Port Loko,2,8.8,0.419,70.9,59.1
SLE,Sierra Leone,West Africa,Africa,MICS,2017,district,Koinadugu,2,5.2,0.521,86.5,60.3
SLE,Sierra Leone,West Africa,Africa,MICS,2017,district,Moyamba,2,4.7,0.517,83.7,61.8
SLE,Sierra Leone,West Africa,Africa,MICS,2017,district,Tonkolili,2,6.7,0.528,85.4,61.9
SLE,Sierra Leone,West Africa,Africa,MICS,2017,district,Bonthe,2,2.6,0.511,82.5,61.9
SLE,Sierra Leone,West Africa,Africa,MICS,2017,district,Pujehun,2,3.9,0.544,87.2,62.4
NPL,Nepal,South Asia,Asia,NMICS,2014,province,Province 1,1,17.6,0.085,19.7,43.2
NPL,Nepal,South Asia,Asia,NMICS,2014,province,Province 2,1,18.4,0.217,47.9,45.3
NPL,Nepal,South Asia,Asia,NMICS,2014,province,Bagmati ,1,22,0.051,12.2,41.9
NPL,Nepal,South Asia,Asia,NMICS,2014,province,Gandaki ,1,11.6,0.061,14.2,42.9
NPL,Nepal,South Asia,Asia,NMICS,2014,province,Lumbini ,1,16.5,0.133,29.9,44.3
NPL,Nepal,South Asia,Asia,NMICS,2014,province,Karnali ,1,5.4,0.23,51.2,44.9
NPL,Nepal,South Asia,Asia,NMICS,2014,province,Sudurpashchim ,1,8.5,0.146,33.6,43.5
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Bumthang,1,2.3,0.017,3.9,44.3
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Chhukha,1,9.14,0.031,7.9,39.6
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Dagana,1,3.38,0.036,8.8,41.6
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Gasa,1,0.52,0.125,29,43
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Haa,1,1.59,0.045,11.4,39.1
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Lhuentse,1,2.24,0.017,4.5,37
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Monggar,1,6.06,0.018,4.8,38.2
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Paro,1,5.24,0.008,2.1,36.9
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Pema Gatshel,1,3.99,0.007,1.7,37.9
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Punakha,1,3.86,0.02,5.2,39.1
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Samdrup Jong-khar,1,5.22,0.022,5.7,38.6
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Samtse,1,9.11,0.035,8.7,40.6
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Sarpang,1,5.95,0.027,7.2,37.9
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Thimphu,1,18.12,0.009,2.6,36.5
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Trashigang,1,6.8,0.029,7.2,39.8
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Trashi Yangtse,1,2.22,0.032,8.1,38.9
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Trongsa,1,2.56,0.027,6.8,39.4
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Tsirang,1,2.95,0.034,8.2,41.4
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Wangduephodrang,1,5.98,0.026,6.7,39.6
BTN,Bhutan,South Central Asia,Asia,BLSS,2017,region,Zhemgang,1,2.77,0.017,4.3,38.8
PAK,Pakistan,South Asia,Asia,PSLM,2014-2015,province,Punjab,1,,0.152,31.4,48.4
PAK,Pakistan,South Asia,Asia,PSLM,2014-2015,province,Sindh,1,,0.231,43.1,53.5
PAK,Pakistan,South Asia,Asia,PSLM,2014-2015,province,Khyber Pakhtunkhwa,1,,0.25,49.2,50.7
PAK,Pakistan,South Asia,Asia,PSLM,2014-2015,province,Balochistan,1,,0.394,71.2,55.3
PAK,Pakistan,South Asia,Asia,PSLM,2014-2015,province,Gilgit Baltistan,1,,0.209,43.2,48.3
PAK,Pakistan,South Asia,Asia,PSLM,2014-2015,province,Azad Kashmir,1,,0.115,24.9,46.3
PAK,Pakistan,South Asia,Asia,PSLM,2014-2015,province,FATA,1,,0.337,73.7,45.8
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Kaimbu,1,11.2,0.074,18.3,40.3
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Kirinyaga,1,11.2,0.074,18.3,40.3
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Murang'a,1,11.2,0.074,18.3,40.3
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Nyandarua,1,11.2,0.074,18.3,40.3
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Nyeri,1,11.2,0.074,18.3,40.3
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Kilifi,1,9.8,0.212,44.7,47.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Kwale,1,9.8,0.212,44.7,47.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Lamu,1,9.8,0.212,44.7,47.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Mombasa,1,9.8,0.212,44.7,47.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Taita-Taveta,1,9.8,0.212,44.7,47.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Tana River,1,9.8,0.212,44.7,47.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Embu,1,14.9,0.178,40.1,44.4
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Isiolo ,1,14.9,0.178,40.1,44.4
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region, Kitui ,1,14.9,0.178,40.1,44.4
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Machakos,1,14.9,0.178,40.1,44.4
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Makueni,1,14.9,0.178,40.1,44.4
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Marsabit,1,14.9,0.178,40.1,44.4
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Meru,1,14.9,0.178,40.1,44.4
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Tharaka Nithi,1,14.9,0.178,40.1,44.4
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Nairobi,1,8.7,0.028,7.1,39.7
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Garissa,1,2.9,0.484,84.6,57.2
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Mandera,1,2.9,0.484,84.6,57.2
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Wajir ,1,2.9,0.484,84.6,57.2
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region, Homa Bay,1,14.1,0.165,38.8,42.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Kisii ,1,14.1,0.165,38.8,42.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Kisumu ,1,14.1,0.165,38.8,42.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Migori,1,14.1,0.165,38.8,42.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Nyamira,1,14.1,0.165,38.8,42.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Siaya,1,14.1,0.165,38.8,42.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Baringo,1,26.6,0.206,44.2,46.6
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Bomet,1,26.6,0.206,44.2,46.6
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Elgeyo-Marakwet ,1,26.6,0.206,44.2,46.6
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Kajiado,1,26.6,0.206,44.2,46.6
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Kericho,1,26.6,0.206,44.2,46.6
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Laikipia,1,26.6,0.206,44.2,46.6
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Nakuru,1,26.6,0.206,44.2,46.6
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Nandi,1,26.6,0.206,44.2,46.6
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Narok,1,26.6,0.206,44.2,46.6
