"ISO country code",Country,Survey Year,Location,Food security,Assisted delivery,School attendance,Female schooling,Male schooling,Access to wate,Sanitation,Electricity,Cooking fuel,Housing,Assets and agriculture,Dependency,Unemployment,Underemployment,Youth NEET,Production,Income,Security
AFG,Afghanistan,2016-2017,National,45.47,41.2,52.73,74.81,46.73,37.73,45.78,5.17,63.01,31.3,16.55,49.57,38.8,27.78,17.4,25.59,33.64,35.01
