"ISO country code",Country,Survey Year,Location,Access to health,Water,School attendance,Male years of schooling,Female years of schooling,Cooking fuel,Sanitation,Electricity,Road access,Housing,Internet,Assets,Technologocal assets,Land and livestock
BTN,Bhutan,2022,National,12.2,17.8,11.5,34.1,40.9,12.2,9,8.7,9.4,22.8,30.9,11.5,3.3,15.6
BTN,Bhutan,2022,Urban,,,,,,,,,,,,,,
BTN,Bhutan,2022,Rural,,,,,,,,,,,,,,
